ProteinID	Locus_tag	NCBI_name	Regulondb_name	Abasy_name	Ecocyc_name	Synonyms	RegulondbID	EC_product
NP_418350.1	b3915	fieF	fieF	NA	fieF	yiiP	ECK120001803	Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter
NP_418351.1	b3916	pfkA	pfkA	pfkA	pfkA		ECK120000691	6-phosphofructokinase 1
NP_418352.1	b3917	sbp	sbp	NA	sbp		ECK120000918	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
NP_418353.1	b3918	cdh	cdh	NA	cdh		ECK120000134	CDP-diacylglycerol diphosphatase
NP_418354.1	b3919	tpiA	tpiA	tpiA	tpiA	tpi	ECK120001004	triose-phosphate isomerase
NP_418355.1	b3920	yiiQ	yiiQ	NA	yiiQ		ECK120001804	DUF1454 domain-containing protein YiiQ
NP_418356.1	b3921	yiiR	yiiR	NA	yiiR		ECK120001805	DUF805 domain-containing protein YiiR
NP_418357.1	b3922	yiiS	yiiS	yiiS	yiiS		ECK120001806	DUF406 domain-containing protein YiiS
NP_418358.1	b3923	uspD	uspD	uspD	uspD	yiiT	ECK120001807	universal stress protein D
NP_418359.1	b3924	fpr	fpr	fpr	fpr	flxR // mvrA	ECK120000621	flavodoxin/ferredoxin-NADP(+) reductase
NP_418360.1	b3925	glpX	glpX	glpX	glpX		ECK120001472	fructose-1
NP_418361.1	b3926	glpK	glpK	glpK	glpK		ECK120000391	glycerol kinase
NP_418362.1	b3927	glpF	glpF	glpF	glpF		ECK120000389	glycerol facilitator
NP_418363.1	b3928	zapB	zapB	NA	zapB	yiiU	ECK120001808	cell division factor ZapB
NP_418364.1	b3929	rraA	rraA	rraA	rraA	menG // yiiV	ECK120001809	ribonuclease E inhibitor protein A
NP_418365.1	b3930	menA	menA	menA	menA	yiiW	ECK120001810	1
NP_418366.1	b3931	hslU	hslU	hslU	hslU	clpY // htpI	ECK120001811	ATPase component of the HslVU protease
NP_418367.1	b3932	hslV	hslV	hslV	hslV	yiiC // clpQ // htpO	ECK120001619	peptidase component of the HslVU protease
NP_418368.1	b3933	ftsN	ftsN	NA	ftsN	msgA	ECK120001483	cell division protein FtsN
NP_418369.1	b3934	cytR	cytR	cytR	cytR		ECK120000194	DNA-binding transcriptional repressor CytR
NP_418370.1	b3935	priA	priA	NA	priA	srgA	ECK120000754	primosome factor N\\
NP_418371.1	b3936	rpmE	rpmE	rpmE	rpmE		ECK120000880	50S ribosomal subunit protein L31
NP_418372.1	b3937	yiiX	yiiX	NA	yiiX		ECK120001812	putative lipid-binding hydrolase YiiX
NP_418373.1	b3938	metJ	metJ	metJ	metJ		ECK120000581	DNA-binding transcriptional repressor MetJ
NP_418374.1	b3939	metB	metB	metB	metB	met-1	ECK120000575	O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase
NP_418375.1	b3940	metL	metL	metL	metL	metM	ECK120000583	fused aspartate kinase/homoserine dehydrogenase 2
NP_418376.1	b3941	metF	metF	metF	metF		ECK120000578	5
NP_418377.1	b3942	katG	katG	katG	katG		ECK120000504	catalase/hydroperoxidase HPI
NP_418378.4	b3943	yijE	yijE	NA	yijE		ECK120001831	cystine exporter
NP_418379.1	b3944	yijF	yijF	NA	yijF		ECK120001832	DUF1287 domain-containing protein YijF
NP_418380.4	b3945	gldA	gldA	NA	gldA		ECK120001833	L-1
NP_418381.1	b3946	fsaB	fsaB	NA	fsaB	yijG // talC	ECK120001834	fructose-6-phosphate aldolase 2
YP_026278.1	b3947	ptsA	ptsA	NA	ptsA	yijH // frwA // pt1A	ECK120001835	putative PTS multiphosphoryl transfer protein PtsA
NP_418384.1	b3949	frwC	frwC	NA	frwC	yijJ	ECK120001836	putative PTS enzyme IIC component FrwC
NP_418385.1	b3950	frwB	frwB	NA	frwB	yijK	ECK120001837	putative PTS enzyme IIB component FrwB
NP_418386.1	b3951	pflD	pflD	NA	pflD	yijL	ECK120001838	putative formate acetyltransferase 2
NP_418387.3	b3952	pflC	pflC	NA	pflC	yijM	ECK120001839	putative pyruvate formate-lyase 2 activating enzyme PflC
NP_418388.1	b3953	frwD	frwD	NA	frwD	yijN	ECK120001840	putative PTS enzyme IIB component FrwD
NP_418389.1	b3954	yijO	yijO	NA	yijO		ECK120001841	putative DNA-binding transcriptional regulator YijO
NP_418390.1	b3955	eptC	eptC	NA	eptC	yijP	ECK120001842	phosphoethanolamine transferase EptC
NP_418391.1	b3956	ppc	ppc	NA	NA	NA	ECK120000747	phosphoenolpyruvate carboxylase
NP_418392.1	b3957	argE	argE	argE	argE		ECK120001259	acetylornithine deacetylase
NP_418393.1	b3958	argC	argC	argC	argC	Arg2	ECK120000061	N-acetylglutamylphosphate reductase
NP_418394.3	b3959	argB	argB	argB	argB		ECK120000060	acetylglutamate kinase
NP_418395.1	b3960	argH	argH	argH	argH		ECK120001201	argininosuccinate lyase
NP_418396.1	b3961	oxyR	oxyR	oxyR	oxyR	momR // mor	ECK120000674	DNA-binding transcriptional dual regulator OxyR
NP_418397.2	b3962	sthA	sthA	NA	sthA	sth // udhA	ECK120001392	soluble pyridine nucleotide transhydrogenase
NP_418398.3	b3963	fabR	fabR	fabR	fabR	yijC	ECK120001361	DNA-binding transcriptional repressor FabR
NP_418399.1	b3964	yijD	yijD	NA	yijD		ECK120001362	DUF1422 domain-containing inner membrane protein YijD
NP_418400.1	b3965	trmA	trmA	trmA	trmA	rT // rumT	ECK120001011	tRNA m(5)U54 methyltransferase
NP_418401.1	b3966	btuB	btuB	btuB	btuB	bfe // cer	ECK120000122	cobalamin outer membrane transporter
NP_418402.2	b3967	murI	murI	murI	murI	yijA // dga // glr	ECK120001184	glutamate racemase
NP_418403.1	b3972	murB	murB	NA	murB	yijB	ECK120001185	UDP-N-acetylenolpyruvoylglucosamine reductase
NP_418404.1	b3973	birA	birA	birA	birA	bioR // dhbB	ECK120000119	DNA-binding transcriptional repressor/biotin
NP_418405.1	b3974	coaA	coaA	NA	coaA	panK // rts // ts-9	ECK120000913	pantothenate kinase
NP_418407.1	b3980	tufB	tufB	tufB	tufB	pulT // kirT	ECK120001026	translation elongation factor Tu 2
NP_418408.1	b3981	secE	secE	NA	secE	mbrC // prlG	ECK120000928	Sec translocon subunit SecE
NP_418409.1	b3982	nusG	nusG	NA	nusG		ECK120000660	transcription termination factor NusG
NP_418410.1	b3983	rplK	rplK	NA	rplK	relC	ECK120000863	50S ribosomal subunit protein L11
NP_418411.1	b3984	rplA	rplA	NA	rplA	rpy	ECK120000855	50S ribosomal subunit protein L1
NP_418412.1	b3985	rplJ	rplJ	NA	rplJ		ECK120000862	50S ribosomal subunit protein L10
NP_418413.1	b3986	rplL	rplL	NA	rplL		ECK120000864	50S ribosomal subunit protein L12
NP_418414.1	b3987	rpoB	rpoB	NA	rpoB	sdgB // tabD // stv // stl // ftsR // groN // nitB // rif // ron	ECK120000885	RNA polymerase subunit beta
NP_418415.1	b3988	rpoC	rpoC	NA	rpoC	tabB	ECK120000886	RNA polymerase subunit beta\\
NP_418416.1	b3989	yjaZ	yjaZ	yjaZ	yjaZ	htrC	ECK120001393	protein YjaZ
NP_418417.1	b3990	thiH	thiH	NA	thiH	thiB	ECK120001539	2-iminoacetate synthase
NP_418418.2	b3991	thiG	thiG	NA	thiG	thiB	ECK120001538	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
NP_418420.4	b3992	thiF	thiF	NA	thiF	thiA	ECK120001537	sulfur carrier protein ThiS adenylyltransferase
NP_418421.1	b3993	thiE	thiE	NA	thiE	thiA	ECK120001536	thiamine phosphate synthase
NP_418422.1	b3994	thiC	thiC	NA	thiC		ECK120001535	phosphomethylpyrimidine synthase
NP_418423.1	b3995	rsd	rsd	rsd	rsd	yjaE	ECK120001677	regulator of sigma D
YP_026280.1	b3996	nudC	nudC	NA	nudC	yjaD	ECK120001645	RNA decapping hydrolase
NP_418425.1	b3997	hemE	hemE	NA	hemE		ECK120001497	uroporphyrinogen decarboxylase
NP_418426.2	b3998	nfi	nfi	NA	NA	NA	ECK120001843	endonuclease V
NP_418427.1	b3999	yjaG	yjaG	NA	yjaG		ECK120001844	DUF416 domain-containing protein YjaG
NP_418428.1	b4000	hupA	hupA	hupA	hupA		ECK120000459	DNA-binding protein HU-alpha
NP_418429.1	b4001	yjaH	yjaH	NA	yjaH		ECK120001845	DUF1481 domain-containing protein YjaH
NP_418430.2	b4002	zraP	zraP	zraP	zraP	yjaI // zra	ECK120001846	signaling pathway modulator ZraP
NP_418431.1	b4003	zraS	zraS	zraS	zraS	hydH	ECK120000007	sensor histidine kinase ZraS
NP_418432.1	b4004	zraR	zraR	zraR	zraR	hydG	ECK120000475	DNA-binding transcriptional activator ZraR
NP_418433.1	b4005	purD	purD	purD	purD	adth(a) // adth	ECK120000783	phosphoribosylamine--glycine ligase
NP_418434.1	b4006	purH	purH	purH	purH		ECK120000786	bifunctional AICAR transformylase/IMP cyclohydrolase
NP_418435.1	b4011	yjaA	yjaA	NA	yjaA		ECK120001186	stress response protein
NP_418436.1	b4012	yjaB	yjaB	NA	yjaB		ECK120001187	peptidyl-lysine N-acetyltransferase YjaB
NP_418437.1	b4013	metA	metA	metA	metA		ECK120000574	homoserine O-succinyltransferase
NP_418438.1	b4014	aceB	aceB	aceB	aceB	mas	ECK120000020	malate synthase A
NP_418439.1	b4015	aceA	aceA	aceA	aceA	icl	ECK120000019	isocitrate lyase
NP_418440.1	b4016	aceK	aceK	aceK	aceK		ECK120000023	isocitrate dehydrogenase kinase/phosphatase
NP_418441.1	b4017	arpA	arpA	NA	arpA	arp // yjaC	ECK120001188	regulator of acetyl CoA synthetase
NP_418442.2	b4018	iclR	iclR	iclR	iclR		ECK120000484	DNA-binding transcriptional repressor IclR
NP_418443.1	b4019	metH	metH	metH	metH		ECK120000580	cobalamin-dependent methionine synthase
NP_418444.1	b4020	yjbB	yjbB	NA	yjbB		ECK120001847	putative inorganic phosphate export protein YjbB
NP_418445.1	b4021	pepE	pepE	NA	pepE		ECK120001848	peptidase E
NP_418446.1	b4022	rluF	rluF	NA	rluF	yjbC	ECK120001849	23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
NP_418447.1	b4023	yjbD	yjbD	NA	yjbD		ECK120001850	DUF3811 domain-containing protein YjbD
NP_418448.1	b4024	lysC	lysC	lysC	lysC	apk	ECK120000543	aspartate kinase III
NP_418449.1	b4025	pgi	pgi	pgi	pgi		ECK120000694	glucose-6-phosphate isomerase
NP_418450.1	b4026	yjbE	yjbE	yjbE	yjbE		ECK120001851	uncharacterized protein YjbE
NP_418451.4	b4027	yjbF	yjbF	yjbF	yjbF		ECK120001852	lipoprotein YjbF
NP_418452.1	b4028	yjbG	yjbG	yjbG	yjbG		ECK120001853	capsule biosynthesis GfcC family protein YjbG
NP_418453.1	b4029	yjbH	yjbH	yjbH	yjbH		ECK120001854	YjbH family protein
NP_418454.1	b4030	psiE	psiE	psiE	psiE	yjbA	ECK120001189	putative phosphate starvation-inducible protein PsiE
NP_418455.1	b4031	xylE	xylE	xylE	xylE		ECK120001065	D-xylose:H(+) symporter
NP_418456.1	b4032	malG	malG	malG	malG		ECK120000549	maltose ABC transporter membrane subunit MalG
NP_418457.1	b4033	malF	malF	malF	malF		ECK120000548	maltose ABC transporter membrane subunit MalF
NP_418458.1	b4034	malE	malE	malE	malE		ECK120000547	maltose ABC transporter periplasmic binding protein
NP_418459.1	b4035	malK	malK	malK	malK	malB	ECK120000551	maltose ABC transporter ATP binding subunit
NP_418460.1	b4036	lamB	lamB	lamB	lamB	malL // malB	ECK120000521	maltose outer membrane channel/phage lambda receptor protein
NP_418461.1	b4037	malM	malM	malM	malM	molA	ECK120000552	maltose regulon periplasmic protein
NP_418463.4	b4039	ubiC	ubiC	NA	ubiC		ECK120001337	chorismate lyase
NP_418464.1	b4040	ubiA	ubiA	NA	ubiA	cyr	ECK120001338	4-hydroxybenzoate octaprenyltransferase
NP_418465.4	b4041	plsB	plsB	plsB	plsB		ECK120000731	glycerol-3-phosphate 1-O-acyltransferase
NP_418466.1	b4042	dgkA	dgkA	dgkA	dgkA		ECK120000218	diacylglycerol kinase
NP_418467.1	b4043	lexA	lexA	lexA	lexA	exrA // spr // tsl // umuA	ECK120000526	DNA-binding transcriptional repressor LexA
NP_418468.3	b4044	dinF	dinF	dinF	dinF		ECK120001447	DNA damage-inducible protein F
NP_418469.1	b4045	yjbJ	yjbJ	NA	yjbJ		ECK120001856	putative stress response protein YjbJ
NP_418470.4	b4046	zur	zur	zur	zur	yjbK // znuR	ECK120001857	DNA-binding transcriptional repressor Zur
NP_418471.1	b4047	yjbL	yjbL	NA	yjbL		ECK120001858	uncharacterized protein YjbL
NP_418472.1	b4048	yjbM	yjbM	NA	yjbM		ECK120001859	DUF2713 domain-containing protein YjbM
NP_418473.3	b4049	dusA	dusA	NA	dusA	yjbN	ECK120001860	tRNA-dihydrouridine synthase A
NP_418474.4	b4050	pspG	pspG	pspG	pspG	yjbO	ECK120001861	phage shock protein G
NP_418475.1	b4051	qorA	qorA	NA	qorA	hzc // hcz // qor	ECK120001448	putative quinone oxidoreductase 1
NP_418476.1	b4052	dnaB	dnaB	NA	dnaB	groP // grpA // grpD	ECK120000230	replicative DNA helicase
NP_418477.1	b4053	alr	alr	NA	alr	alr5	ECK120000001	alanine racemase 1
NP_418478.1	b4054	tyrB	tyrB	tyrB	tyrB		ECK120001029	tyrosine aminotransferase
NP_418479.1	b4055	aphA	aphA	NA	aphA	yjbP // hobH	ECK120001862	acid phosphatase/phosphotransferase
NP_418480.1	b4056	yjbQ	yjbQ	NA	yjbQ		ECK120001863	UPF0047 protein YjbQ
NP_418481.1	b4057	yjbR	yjbR	NA	yjbR		ECK120001864	PF04237 family protein YjbR
NP_418482.1	b4058	uvrA	uvrA	uvrA	uvrA	dar // dinE	ECK120001050	excision nuclease subunit A
NP_418483.1	b4059	ssb	ssb	ssb	ssb	exrB // lexC	ECK120000965	ssDNA-binding protein
NP_418484.4	b4060	yjcB	yjcB	NA	yjcB		ECK120001865	uncharacterized protein YjcB
NP_418485.1	b4061	pdeC	pdeC	NA	pdeC	yjcC	ECK120001866	c-di-GMP phosphodiesterase PdeC
NP_418486.1	b4062	soxS	soxS	soxS	soxS		ECK120000947	DNA-binding transcriptional dual regulator SoxS
NP_418487.1	b4063	soxR	soxR	soxR	soxR	marC	ECK120000946	DNA-binding transcriptional dual regulator SoxR
NP_418488.1	b4064	ghxP	ghxP	NA	ghxP	yjcD	ECK120001867	guanine/hypoxanthine transporter GhxP
NP_418489.1	b4065	yjcE	yjcE	NA	yjcE		ECK120001868	putative transporter YjcE
NP_418490.1	b4066	yjcF	yjcF	NA	yjcF		ECK120001869	pentapeptide repeat-containing protein YjcF
NP_418491.1	b4067	actP	actP	actP	actP	yjcG	ECK120001870	acetate/glycolate:cation symporter
NP_418492.1	b4068	yjcH	yjcH	yjcH	yjcH		ECK120001871	DUF485 domain-containing inner membrane protein YjcH
NP_418493.1	b4069	acs	acs	acs	acs	yfaC // acsA	ECK120001411	acetyl-CoA synthetase (AMP-forming)
NP_418494.1	b4070	nrfA	nrfA	nrfA	nrfA		ECK120001715	cytochrome c552 nitrite reductase
NP_418495.2	b4071	nrfB	nrfB	nrfB	nrfB	yjcI	ECK120001872	periplasmic nitrite reductase penta-heme c-type cytochrome
NP_418496.1	b4072	nrfC	nrfC	nrfC	nrfC	yjcJ	ECK120001873	putative menaquinol-cytochrome c reductase 4Fe-4S subunit
NP_418497.1	b4073	nrfD	nrfD	nrfD	nrfD	yjcK	ECK120001874	putative menaquinol-cytochrome c reductase subunit NrfD
NP_418498.1	b4074	nrfE	nrfE	nrfE	nrfE	yjcL	ECK120001875	putative cytochrome c-type biogenesis protein NrfE
NP_418499.1	b4075	nrfF	nrfF	nrfF	nrfF	yjcM	ECK120001876	putative formate-dependent nitrite reductase complex subunit NrfF
NP_418500.1	b4076	nrfG	nrfG	nrfG	nrfG	yjcN // aidC	ECK120001877	putative formate-dependent nitrite reductase complex subunit NrfG
NP_418501.1	b4077	gltP	gltP	NA	gltP		ECK120000398	glutamate/aspartate : H(+) symporter GltP
NP_418502.1	b4078	yjcO	yjcO	NA	yjcO		ECK120001878	Sel1 repeat-containing protein YjcO
NP_418503.1	b4079	fdhF	fdhF	fdhF	fdhF	chlF	ECK120000279	formate dehydrogenase H
NP_418504.1	b4080	mdtP	mdtP	NA	mdtP	yjcP // sdsP	ECK120001879	putative multidrug efflux pump outer membrane channel
NP_418505.2	b4081	mdtO	mdtO	NA	mdtO	yjcQ // sdsQ	ECK120001880	putative multidrug efflux pump subunit MdtO
NP_418506.1	b4082	mdtN	mdtN	NA	mdtN	yjcR // sdsR	ECK120001881	putative multidrug efflux pump membrane fusion protein
NP_418507.2	b4083	yjcS	yjcS	NA	yjcS		ECK120001882	linear primary-alkylsulfatase
NP_418508.1	b4084	alsK	alsK	NA	alsK	yjcT	ECK120001883	D-allose kinase
NP_418509.1	b4085	alsE	alsE	alsE	alsE	yjcU	ECK120001884	D-allulose-6-phosphate 3-epimerase
NP_418510.1	b4086	alsC	alsC	alsC	alsC	yjcV	ECK120001885	D-allose ABC transporter membrane subunit
NP_418511.1	b4087	alsA	alsA	alsA	alsA	yjcW	ECK120001886	D-allose ABC transporter ATP binding subunit
NP_418512.1	b4088	alsB	alsB	alsB	alsB	yjcX	ECK120002305	D-allose ABC transporter periplasmic binding protein
NP_418513.4	b4089	alsR	alsR	rpiR	alsR	yjcY // rpiR	ECK120004319	DNA-binding transcriptional repressor AlsR
NP_418514.1	b4090	rpiB	rpiB	rpiB	rpiB	yjcA // alsI	ECK120001759	allose-6-phosphate isomerase/ribose-5-phosphate isomerase B
NP_418516.1	b4092	phnP	phnP	phnP	phnP		ECK120000717	5-phospho-alpha-D-ribosyl 1
NP_418517.1	b4093	phnO	phnO	phnO	phnO		ECK120000716	aminoalkylphosphonate N-acetyltransferase
NP_418518.1	b4094	phnN	phnN	phnN	phnN		ECK120000715	ribose 1
NP_418519.1	b4095	phnM	phnM	phnM	phnM		ECK120000714	RPnTP hydrolase
NP_418520.1	b4096	phnL	phnL	phnL	phnL		ECK120000713	methylphosphonate degradation complex subunit PhnL
YP_026282.1	b4097	phnK	phnK	phnK	phnK		ECK120000712	carbon-phosphorus lyase subunit PhnK
NP_418522.1	b4098	phnJ	phnJ	phnJ	phnJ		ECK120000711	carbon-phosphorus lyase core complex subunit PhnJ
NP_418523.1	b4099	phnI	phnI	phnI	phnI		ECK120000710	carbon-phosphorus lyase core complex subunit PhnI
NP_418524.1	b4100	phnH	phnH	phnH	phnH		ECK120000709	carbon-phosphorus lyase core complex subunit PhnH
NP_418525.1	b4101	phnG	phnG	phnG	phnG		ECK120000708	carbon-phosphorus lyase core complex subunit PhnG
NP_418526.1	b4102	phnF	phnF	phnF	phnF		ECK120000707	putative transcriptional regulator PhnF
NP_418529.1	b4105	phnD	phnD	phnD	phnD	phn // psiD	ECK120000706	phosphonate/phosphate ABC transporter periplasmic binding protein
NP_418530.1	b4106	phnC	phnC	phnC	phnC		ECK120000705	phosphonate/phosphate ABC transporter ATP binding subunit
NP_418531.1	b4107	yjdN	yjdN	NA	yjdN	phnB	ECK120000704	PF06983 family protein YjdN
NP_418532.1	b4108	yjdM	yjdM	NA	yjdM	phnA	ECK120000703	zinc ribbon domain-containing protein YjdM
NP_418533.1	b4109	rdcA	rdcA	NA	rdcA	yjdA // crfC	ECK120001190	regulator of diguanylate cyclase RdcA
NP_418534.4	b4110	rdcB	rdcB	NA	rdcB	yjcZ	ECK120004321	regulator of diguanylate cyclase RdcB
NP_418535.1	b4111	proP	proP	proP	proP		ECK120001560	osmolyte:H(+) symporter ProP
NP_418536.1	b4112	basS	basS	NA	basS	pmrB // dgkR	ECK120001562	sensor histidine kinase BasS
NP_418537.1	b4113	basR	basR	basR	basR	pmrA	ECK120001563	DNA-binding transcriptional dual regulator BasR
NP_418538.2	b4114	eptA	eptA	NA	eptA	yjdB	ECK120001561	phosphoethanolamine transferase EptA
NP_418539.1	b4115	adiC	adiC	adiC	adiC	yjdD // yjdE	ECK120002306	arginine:agmatine antiporter
NP_418540.1	b4116	adiY	adiY	adiY	adiY		ECK120001892	DNA-binding transcriptional activator AdiY
NP_418541.2	b4117	adiA	adiA	adiA	adiA	adi	ECK120001457	arginine decarboxylase
NP_418542.1	b4118	melR	melR	melR	melR		ECK120001208	DNA-binding transcriptional dual regulator MelR
NP_418543.1	b4119	melA	melA	melA	melA	mel-7	ECK120000570	alpha-galactosidase
NP_418544.2	b4120	melB	melB	melB	melB	mel-4	ECK120000571	melibiose:H(+)/Na(+)/Li(+) symporter
NP_418545.1	b4121	yjdF	yjdF	NA	yjdF		ECK120004322	DUF2238 domain-containing inner membrane protein YjdF
NP_418546.1	b4122	fumB	fumB	fumB	fumB		ECK120000350	fumarase B
NP_418547.1	b4123	dcuB	dcuB	dcuB	dcuB	genF	ECK120000005	anaerobic C4-dicarboxylate transporter DcuB
NP_418548.1	b4124	dcuR	dcuR	dcuR	dcuR	yjdG	ECK120004323	DNA-binding transcriptional activator DcuR
NP_418549.1	b4125	dcuS	dcuS	dcuS	dcuS	yjdH	ECK120004324	sensor histidine kinase DcuS
NP_418550.1	b4126	yjdI	yjdI	NA	yjdI		ECK120004325	PF06902 family protein YjdI
NP_418551.1	b4127	yjdJ	yjdJ	NA	yjdJ		ECK120004326	putative N-acetyltransferase YjdJ
NP_418552.1	b4128	ghoS	ghoS	NA	ghoS	yjdK	ECK120004327	antitoxin of the GhoTS toxin-antitoxin system
NP_418553.1	b4129	lysU	lysU	lysU	lysU		ECK120000546	lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase
NP_418554.1	b4130	dtpC	dtpC	NA	dtpC	yjdL	ECK120002307	dipeptide/tripeptide:H(+) symporter DtpC
NP_418555.1	b4131	cadA	cadA	cadA	cadA	ldcI	ECK120000127	lysine decarboxylase 1
NP_418556.1	b4132	cadB	cadB	cadB	cadB		ECK120000128	lysine:cadaverine antiporter
NP_418557.1	b4133	cadC	cadC	cadC	cadC		ECK120000129	DNA-binding transcriptional activator CadC
NP_418558.2	b4135	yjdC	yjdC	NA	yjdC	cutA3	ECK120002069	putative DNA-binding transcriptional regulator YjdC
NP_418559.1	b4136	dsbD	dsbD	NA	dsbD	htrI // cutA2 // cycZ // dipZ	ECK120002071	thiol-disulfide exchange protein DsbD
NP_418560.1	b4137	cutA	cutA	cutA	cutA	cutA1	ECK120002070	copper binding protein CutA
NP_418561.1	b4138	dcuA	dcuA	dcuA	dcuA	genA	ECK120001203	C4-dicarboxylate transporter DcuA
NP_418562.4	b4139	aspA	aspA	aspA	aspA		ECK120000091	aspartate ammonia-lyase
NP_418564.2	b4140	fxsA	fxsA	fxsA	fxsA	yjeG	ECK120004328	protein FxsA
NP_418565.1	b4141	yjeH	yjeH	NA	yjeH		ECK120004329	L-methionine/branched chain amino acid exporter
NP_418566.1	b4142	groS	groS	groS	groS	groES // mopB	ECK120000593	cochaperonin GroES
NP_418567.1	b4143	groL	groL	groL	groL	groEL // mopA	ECK120000592	chaperonin GroEL
NP_418568.2	b4144	yjeI	yjeI	NA	yjeI		ECK120004330	DUF4156 domain-containing lipoprotein YjeI
NP_418569.1	b4145	yjeJ	yjeJ	NA	yjeJ		ECK120004331	protein YjeJ
NP_418570.1	b4146	epmB	epmB	NA	epmB	yjeK	ECK120004332	lysine 2
NP_418571.1	b4147	efp	efp	NA	efp		ECK120002004	protein chain elongation factor EF-P
NP_418572.4	b4148	gdx	gdx	NA	gdx	sugE	ECK120001564	guanidinium exporter
NP_418573.1	b4149	blc	blc	blc	blc	yjeL	ECK120004333	outer membrane lipoprotein Blc
NP_418574.1	b4150	ampC	ampC	ampC	ampC	ampA	ECK120000036	beta-lactamase
NP_418575.1	b4151	frdD	frdD	frdD	frdD		ECK120000327	fumarate reductase membrane protein FrdD
NP_418576.1	b4152	frdC	frdC	frdC	frdC		ECK120000326	fumarate reductase membrane protein FrdC
NP_418577.1	b4153	frdB	frdB	frdB	frdB		ECK120000325	fumarate reductase iron-sulfur protein
NP_418578.1	b4154	frdA	frdA	frdA	frdA		ECK120000324	fumarate reductase flavoprotein subunit
NP_418579.2	b4155	epmA	epmA	NA	epmA	genX // poxA // yjeA	ECK120001191	EF-P-lysine lysyltransferase
NP_418580.2	b4156	yjeM	yjeM	NA	yjeM		ECK120002308	putative transporter YjeM
NP_418581.1	b4157	yjeN	yjeN	NA	yjeN		ECK120004334	uncharacterized protein YjeN
NP_418582.1	b4158	yjeO	yjeO	NA	yjeO		ECK120004335	DUF2645 domain-containing inner membrane protein YjeO
NP_418583.1	b4159	mscM	mscM	mscM	mscM	yjeP	ECK120004336	miniconductance mechanosensitive channel MscM
NP_418584.1	b4160	psd	psd	psd	psd		ECK120000766	phosphatidylserine decarboxylase proenzyme
NP_418585.4	b4161	rsgA	rsgA	NA	rsgA	yjeQ	ECK120004337	ribosome small subunit-dependent GTPase A
NP_418586.4	b4162	orn	orn	NA	orn	yjeR	ECK120004338	oligoribonuclease
NP_418587.1	b4166	queG	queG	NA	queG	yjeS	ECK120004339	epoxyqueuosine reductase
NP_418588.1	b4167	nnr	nnr	yjeF	nnr	yjeF	ECK120001694	NAD(P)HX epimerase/NAD(P)HX dehydratase
NP_418589.1	b4168	tsaE	tsaE	tsaE	tsaE	yjeE	ECK120001693	N(6)-L-threonylcarbamoyladenine synthase
NP_418590.1	b4169	amiB	amiB	amiB	amiB	yjeD	ECK120001332	N-acetylmuramoyl-L-alanine amidase B
NP_418591.1	b4170	mutL	mutL	mutL	mutL		ECK120001254	DNA mismatch repair protein MutL
NP_418592.1	b4171	miaA	miaA	miaA	miaA	trpX	ECK120000588	tRNA dimethylallyltransferase
NP_418593.1	b4172	hfq	hfq	hfq	hfq		ECK120000431	RNA-binding protein Hfq
NP_418594.1	b4173	hflX	hflX	hflX	hflX	hslX // hflA	ECK120000430	ribosome rescue factor HflX
NP_418595.1	b4174	hflK	hflK	hflK	hflK	hslY // hflA	ECK120000429	regulator of FtsH protease
NP_418596.1	b4175	hflC	hflC	hflC	hflC	hflA	ECK120000428	regulator of FtsH protease
NP_418597.1	b4176	yjeT	yjeT	NA	yjeT		ECK120004340	DUF2065 domain-containing protein YjeT
NP_418598.1	b4177	purA	purA	purA	purA	adeK	ECK120000781	adenylosuccinate synthetase
NP_418599.1	b4178	nsrR	nsrR	nsrR	nsrR	yjeB	ECK120001192	DNA-binding transcriptional repressor NsrR
NP_418600.4	b4179	rnr	rnr	NA	rnr	vacB // yjeC	ECK120001234	RNase R
NP_418601.1	b4180	rlmB	rlmB	NA	rlmB	yjfH	ECK120004341	23S rRNA 2\\-O-ribose G2251 methyltransferase
NP_418602.1	b4181	yjfI	yjfI	NA	yjfI		ECK120004342	DUF2170 domain-containing protein YjfI
NP_418603.1	b4182	yjfJ	yjfJ	NA	yjfJ		ECK120004343	PspA family protein YjfJ
